timestamp,content,label
2025/3/23 9:34,好吧不了解,0
2025/3/23 23:06,转发微博,0
2025/3/26 14:20,详情点击： 网页链接,0
2025/3/27 20:41,建议申遗,0
2025/3/28 5:48,让大火来的更猛烈些吧,1
2025/3/28 15:56,科技到不了的地方 人民和信仰会到,0
2025/3/28 16:00,愿平安 但无法共情,0
2025/3/28 16:02,苍天饶过谁 当年嘲笑重庆的时候 有想过今天吗,1
2025/3/28 17:13,我的国很棒,0
2025/3/28 17:16,必须的,0
2025/3/28 17:29,平时咋妈对我们的好根本感受不出来，直到我看见别的地方迟迟解决不了的救援，,0
2025/3/28 17:41,重庆山火真的留下了深刻的印象，被重庆人的真诚和热血深深打动,0
2025/3/28 17:45,看一次，感动一次,0
2025/3/28 17:50,现在搜这个词条都是我家哥哥姐姐人美心善，关注一下他们啊，入股不亏 我可太喜欢了,0
2025/3/28 17:53,我们的国家和善良勤劳的人民是最棒的,0
2025/3/28 18:10,真的很想看关于重庆山火的完整故事，很希望它被纪录片真实记录!,0
2025/3/28 18:12,作为国人，我打心底不会共情韩国山火，我没高兴死就很好心了,1
2025/3/28 18:15,我们是人民民主专政的社会主义国家????中国万岁????????????????,0
2025/3/28 18:27,最讨厌说什么垮掉的一代。从来就没有那一代是垮掉的，只是时代变迁，观念有所不同而已。不要站在自己的角度去评价任何人。,0
2025/3/28 18:28,我担也是那年的摩友一员，我记得那年有视频说过会拍此片，但具体忘了,0
2025/3/28 18:29,根本不能比！越大就越知道，自己的国家就是最棒的！,1
2025/3/28 18:31,我们是军民一体的。。。,0
2025/3/28 18:32,重庆当时做到了救火队员在山上能吃上冰棍，前无古人，后也难有来者,0
2025/3/28 18:36,云南的消防队也来了，最专业的消防队。,0
2025/3/28 18:42,科技到不了的地方，人民和信仰会到,0
2025/3/28 18:46,黑夜中的山火光与人灯带,0
2025/3/28 18:49,伟大的祖国，伟大的人民！,0
2025/3/28 18:51,??,0
2025/3/28 18:53,一样，虽然这样看着很冷酷，但是想想他们是怎么诅咒我们的，就觉得活该,1
2025/3/28 18:57,我大重庆和我的国家还有我的兄弟姐妹超级厉害！,0
2025/3/28 19:03,回忆起来还是一身鸡皮疙瘩，太燃了,0
2025/3/28 19:09,每次看都会被感动 消费官兵和重庆人民都很棒,0
2025/3/28 19:10,科技到不了的地方，人民和信仰会到！！雄起,0
2025/3/28 19:10,同感,0
2025/3/28 19:12,重庆当时也是直升机夜以继日的飞，碰巧今天重庆北碚区也在飞直升机灭山火,0
2025/3/28 19:14,怂猪怂狗怂棒子,1
2025/3/28 19:17,科技到不了的地方，人民和信仰会到,0
2025/3/28 19:18,+1   他们以前还看不起雷军   现在不是巴巴的过来   求合作了嘛（真的因果报应，风水轮流转）,1
2025/3/28 19:19,重庆人 内核nb！,0
2025/3/28 19:19,那群哈韩二棒子还道德绑架在韩团组合里的中国人，要他们给韩国人捐款呢！,1
2025/3/28 19:23,还没灭吗？这都多少天了屁大点地方，再给烧??没了,1
2025/3/28 19:25,看哭了,0
2025/3/28 19:31,棒砸只会偷，其他的什么都不会。只会嫉妒的冒着一口酸泡菜的气儿,1
2025/3/28 19:35,我的国！！！,0
2025/3/28 19:37,每次看到“人”真的眼泪总会出来,0
2025/3/28 19:44,人民和信仰会到,0
2025/3/28 19:48,他们的嘲笑狠狠的抽在他们的脸上！,1
2025/3/28 19:49,我看见这句话，真的泪目了,0
2025/3/28 19:49,只爱我的家人么,0
2025/3/28 19:50,我TM真高兴,1
2025/3/28 19:50,他们现在就是报应,1
2025/3/28 19:53,我们有最好的人民和消防官兵,0
2025/3/28 19:54,我都怀疑说出这种说法的是不是间谍 我们每一代的年轻人都很棒,1
2025/3/28 20:00,真想说~屁大点儿地儿的韩国人：你们懂个6！,1
2025/3/28 20:01,就是,0
2025/3/28 20:02,看一次泪目一次,0
2025/3/28 20:04,每次看都泪目的程度,0
2025/3/28 20:05,哈哈哈哈哈 会说多说,0
2025/3/28 20:05,一样,0
2025/3/28 20:08,南朝鲜这大火看得我眼泪都笑出来了,1
2025/3/28 20:09,真的,0
2025/3/28 20:09,是的,0
2025/3/28 20:09,就是,0
2025/3/28 20:09,超级棒,0
2025/3/28 20:12,我也是 刷到视频就哭了,0
2025/3/28 20:12,一样,0
2025/3/28 20:14,回复@嗝哩在家:就是超感动,0
2025/3/28 20:20,龙的传人只在中国,1
2025/3/28 20:23,虽然很不道德，对棒子国，一个词，活该,1
2025/3/28 20:23,跟學生講山火都會說到重慶山火 雖然說了很多次 但是每次講我都還是克制不住佩服的流淚,0
2025/3/28 20:24,//@软糖Ovq:科技到不了的地方 人民和信仰会到,0
2025/3/28 20:32,这种摩托车手才是真正的骑士,0
2025/3/28 20:36,重庆消防//@J-zen-420-SW:真想说~屁大点儿地儿的韩国人：你们懂个6！,1
2025/3/28 20:37,一直以来都以自己出生在中国这样一个伟大的国家而自豪！！！,0
2025/3/28 20:39,回复@敖瑞你说带我回南岸见咱爸妈的:敖瑞鹏！！！！我超爱他,0
2025/3/28 20:39,天道好轮回，苍天饶过谁，说嘴打嘴,1
2025/3/28 20:49,重庆人民一直都很棒！,0
2025/3/28 20:52,重庆人真的很nb，不管男女老少都是有血性的中国人??因为我担那年正好回老家，所以永远忘不了那年夏天的热，是他让我对所有重庆人有了新的认识,0
2025/3/28 20:57,我们有最热爱自己的家乡，最有担当，最有勇气，最坚韧不拔的同胞！,0
2025/3/28 21:02,今年看国外一个个烧，好担心国内也着,1
2025/3/28 21:03,看看他们霉国粑粑的烧完了而且火烧的厉害，让自己家的也要跟上,1
2025/3/28 21:06,每次刷到重庆的灭火视频都在心中升起一片自豪,0
2025/3/28 21:11,人民和信仰会到达任何地方,0
2025/3/28 21:11,那年在沙坪坝禁足 虽然无奈当时管控工作怠慢  但那时候火灾才是最重要的事啊！尽管40度高温天气还要控制高峰用电  那时空气中都弥漫着焦味  虽然半个月自费禁足租房对于我来说很重负担  但救火帮不上忙的我也只能做到不打扰当帮忙了,0
2025/3/28 21:12,每次刷到都很感动,0
2025/3/28 21:13,烧  往死里烧,1
2025/3/28 21:13,对棒子谈不上仇恨 只有厌恶恶心,1
2025/3/28 21:17,永远会为中国人民的善意感动，千千万万次，次次不一样,0
2025/3/28 21:19,就是就是,0
2025/3/28 21:19,我也是,0
2025/3/28 21:19,很燃,0
2025/3/28 21:28,说得真好：科技到不了的地方 人民和信仰会到,0
2025/3/28 21:46,西八只会吹、偷、酸,1
2025/3/28 21:49,中国人这种精神什么看到都会热泪盈眶，作为中国人，我很自豪,0
2025/3/28 21:50,因为这件事对重庆另眼相看,0
2025/3/28 21:53,韩国人知道个p啊，他们连个恋童癖都不抓，别的也不用指望了,1
2025/3/28 22:02,看一次感动一次,0
2025/3/28 22:06,才死这么点人，大韩民国人口世界第一,1
2025/3/28 22:08,小偷和碎嘴子是不会意识到的,1
2025/3/28 22:11,血肉筑起新的长城,0
2025/3/28 22:13,棒子懂个屁,1
2025/3/28 22:26,报应啊报应，把韩国回个炉吧,1
2025/3/28 22:34,这是偷国人偷中华文化的报应,1
2025/3/28 22:39,真的，只有中国人民有这样团结的力量,0
2025/3/28 22:41,人民万岁！,0
2025/3/28 22:41,看一次感动一次，有事中国人是真的会上,0
2025/3/28 22:53,愿死者平安??????,0
2025/3/28 22:54,中国人民的坚韧和奋不顾身，是从骨子里带的，遇到危险，大爱精神发挥淋漓尽致，从几千年前中华文化中自带的能量！同样的灾难，只有中国人民可以战胜，为我祖国骄傲！,0
2025/3/28 22:54,不要小瞧韩国，韩国是发达国家，再过半年，这火肯定能灭了。,0
2025/3/28 22:58,重庆人是众志成城的兄弟伙！韩国人是松皮拉垮的棒子货！无法比,1
2025/3/28 23:10,韩国山火，不幸灾乐祸，就已经算我素质高了,1
2025/3/28 23:11,弹丸之地，岂知鲲鹏之力,1
2025/3/28 23:19,他们意识不到，他们没有信仰。,1
2025/3/28 23:29,咱妈我的祖国????最棒！！！ 棒子？同情不起来,1
2025/3/28 23:31,人民万岁,0
2025/3/28 23:36,想起那一年，在每一个视频的下面评论雄起,1
2025/3/29 0:03,哭了好多次,0
2025/3/29 0:05,是小棒子呀那请烧旺点，尽量满意足一次小棒子想当世界第一的愿望.,1
2025/3/29 0:06,小棒子说过是美丽风景线.,1
2025/3/29 0:16,中国人,0
2025/3/29 0:20,我这辈子最大的幸运是遇上了世界上最好的爹妈和最好的祖国～,0
2025/3/29 0:21,重庆人民团结互助灭山火救家园的精神感动哭了，中国很好很好,0
