timestamp,label,content
2024/9/13 10:18,0,√
2024/9/13 10:27,1,脚飞了吗[不失礼貌的微笑]
2024/9/19 11:09,0,不爱喝水 等等等等我 你汤水 宝宝爱喝水
2024/9/19 11:09,0,@
2024/9/22 9:28,0,[666][666][666]
2024/9/24 11:28,0,[666][666][666]
2024/9/25 6:59,1,没玩过扫雷吗，都插旗告诉你了[看]
2024/9/25 10:57,0,[捂脸][捂脸][捂脸]
2024/9/26 0:06,0,炸伤？
2024/9/27 20:37,0,[捂脸][捂脸][捂脸]
2024/9/29 1:01,0,[感谢][感谢][感谢]
2024/9/29 4:15,0,[偷笑][偷笑][偷笑][偷笑]
2024/9/30 9:41,0,[赞][赞][赞]
2024/9/30 10:15,0,格局打开，@你兄弟来看球赛
2024/9/30 10:18,0,@志龙798 儿子来看球赛！
2024/9/30 11:04,0,@靓仔 过来看足球比赛
2024/9/30 11:31,0,@秋天是倒放的春天
2024/9/30 11:37,0,@………6 @？。？
2024/9/30 11:37,0,@阿柒 @小张不嚣张. @T哈哈 @二 @爱吃脆脆鲨
2024/9/30 11:52,0,收复台湾，刻不容缓
2024/9/30 11:52,1,还知道无不良引导[捂脸]
2024/9/30 11:59,0,有一个叫nana的，爱翘二郎腿
2024/9/30 12:01,0,@文昌路62号
2024/9/30 12:55,0,@麻辣烫与王老吉 @厦门DWAN
2024/9/30 12:56,0,收复台湾，刻不容缓
2024/9/30 13:33,0,@Tear me down down @精致  家装 [看]
2024/9/30 13:50,0,@03
2024/9/30 14:18,0,@高尚? @未路青年
2024/9/30 14:41,0,@绿皮疙瘩宝 @余温不可触碰
2024/9/30 15:02,0,@流年 好东西
2024/9/30 15:27,0,@bbbqqq 来看足球比赛
2024/9/30 16:31,0,@1true @熬夜喝可乐 @月缺 [看]
2024/9/30 16:37,0,@梦无静
2024/9/30 18:30,0,@勿
2024/10/1 3:12,0,@
2024/10/1 5:23,0,这男的真牛[666][666][666]
2024/10/1 5:59,0,[玫瑰][玫瑰][玫瑰]
2024/10/1 5:59,0,[666][666][666]
2024/10/1 13:06,0,@皓尘 @越越禾维
2024/10/1 13:31,1,低俗节目
2024/10/1 22:00,0,收复台湾，刻不容缓
2024/10/1 23:51,0,威廉沈欢乐送
2024/10/2 1:19,0,开心就行哈哈
2024/10/2 1:34,0,[666][666][666]
2024/10/2 8:23,0,[色][色][色]
2024/10/2 9:47,1,这是假的，没有伤到以色列人[捂脸]
2024/10/2 9:55,1,确实是炸伤[奸笑]东一块西一块的[大笑][大笑][大笑]
2024/10/3 11:56,0,[捂脸][捂脸][捂脸]
2024/10/3 12:32,0,[看]
2024/10/3 12:36,0,[捂脸]打气儿这块，爸爸的爱给的有点多啊
2024/10/3 12:51,1,这是要换人的节奏啊[捂脸]
2024/10/3 12:56,1,他还笑他竟然还笑
2024/10/3 12:56,0,我发现了石油就在美国
2024/10/3 12:56,0,发现石油
2024/10/3 12:58,0,发现石油
2024/10/3 13:06,0,"老师问足球呢？
孩子说被我爸打爆了
老师不信
孩子说不信了，看视频
[捂脸][捂脸][捂脸][捂脸]"
2024/10/3 13:07,0,我就给儿子的篮球打爆过。[捂脸]打多了，儿子拿起来一排，球炸了，幸好球弹走了
2024/10/3 13:11,0,[666][666][666]
2024/10/3 13:13,0,要打原厂的气，不是原厂的，容易发生爆炸，很危险的
2024/10/3 13:13,0,[捂脸][捂脸][捂脸]
2024/10/3 13:14,0,[666][666][666]
2024/10/3 13:14,1,手肿了我还有脚[发怒]
2024/10/3 13:14,1,买了保险吧[不失礼貌的微笑]
2024/10/3 13:14,0,@与农同行
2024/10/3 13:15,0,[666][666][666]
2024/10/3 13:15,0,。。。。。不是 你打那么足 踢的动吗[捂脸]
2024/10/3 13:16,0,哈哈哈哈
2024/10/3 13:17,0,[666][666][666]
2024/10/3 13:17,0,这种应该就是不了解篮球[捂脸]
2024/10/3 13:19,1,还知道捂耳朵
2024/10/3 13:19,0,@未完待續 @相逢..
2024/10/3 13:20,1,购买合格老公
2024/10/3 13:22,0,@??Idream
2024/10/3 13:23,0,头发飞起来的那一刻 真的憋不住[泪奔][泪奔]
2024/10/3 13:23,1,多少缺点啥
2024/10/3 13:23,1,蓄意谋杀哦[捂脸]
2024/10/3 13:24,0,@??花菜鱼丸 现在知道米家那个充气的多安全了吧
2024/10/3 13:24,0,不好意思，我不该笑的[捂脸]
2024/10/3 13:24,0,@卓晶晶 @??艾琳
2024/10/3 13:25,0,[666][666][666]
2024/10/3 13:26,0,[666][666][666]
2024/10/3 13:26,1,"男子：媳妇你听我解释
女子：你死 你嘎[发怒][发怒]"
2024/10/3 13:26,0,爸爸故意的
2024/10/3 13:27,0,气管子很无辜。
2024/10/3 13:28,0,[泪奔][泪奔][泪奔]没有跪搓衣板儿呀。
2024/10/3 13:29,0,足球打6-8成气 不是质量问题 是他打多了 就会爆
2024/10/3 13:29,0,@江津老杨说房
2024/10/3 13:29,1,这男的多少有点缺心眼[九转大肠]
2024/10/3 13:29,1,他想换老婆了[666]
2024/10/3 13:31,1,看得出来，平时受得气有点多[灵机一动]
2024/10/3 13:31,0,@Zi @妖精
2024/10/3 13:32,0,儿子早有预判会爆，躲到门外看着你打，结果不出所料
2024/10/3 13:33,1,他还笑[尬笑]
2024/10/3 13:33,1,@我直接打爆炸，
2024/10/3 13:33,0,哈哈哈哈[呲牙][呲牙][呲牙][呲牙][呲牙]
2024/10/3 13:33,0,@小筱. [呲牙]
2024/10/3 13:34,0,@杨枝甘露 @WANGWL [捂脸][捂脸][捂脸]
2024/10/3 13:34,0,哈哈 确实搞笑
2024/10/3 13:35,1,这是9毛9买的吧！回来给老婆报99
2024/10/3 13:36,0,我们学校经常有报篮球事件。?
2024/10/3 13:36,0,@请叫我农民工??
2024/10/3 13:36,1,没有危险的时候，爸爸就是最大的危险
2024/10/3 13:37,1,他还笑得好开心[抠鼻]
2024/10/3 13:37,1,明显有个挤压的动作就差这一点力就爆了
2024/10/3 13:37,1,如果是我，估计就噶了
2024/10/3 13:37,0,打气的时候能感觉到，压力大
2024/10/3 13:40,0,我看到头发被吹起来了[呲牙][呲牙][呲牙]
2024/10/3 13:40,0,@江南落雪不是春
2024/10/3 13:40,0,@袁勇
2024/10/3 13:41,0,我会被吓晕[捂脸]
2024/10/3 13:41,0,[666][666][666]
2024/10/3 13:42,1,头炸飞了
2024/10/3 13:43,0,[666][666][666]
2024/10/3 13:43,1,合规的充多了也炸
2024/10/3 13:44,1,上次我老公打球也爆炸了，他笑的特别开心。我转身去买了个离婚戒
2024/10/3 13:44,0,反手捏个瞬爆[看][看]
2024/10/3 13:44,1,天天被压榨，终于报仇了，[赞]
2024/10/3 13:45,0,@我中意去蒲
2024/10/3 13:45,1,这爹也是虎的超地！至于打那么多气吗？打两下按按！够气就行了呗[尬笑]
2024/10/3 13:47,0,头发都飞起来了[呲牙][呲牙]
2024/10/3 13:47,1,有没有人看到她的长发被蹦起来了[暗中观察]
2024/10/3 13:47,0,一身牛劲用不完
2024/10/3 13:47,1,没有常识的人很危险
2024/10/3 13:50,0,[666][666][666]
2024/10/3 13:52,0,[呲牙][呲牙][呲牙][呲牙][呲牙]
2024/10/3 13:52,0,[666][666][666]
2024/10/3 13:52,1,小时候被崩过，手真是肿啊
2024/10/3 13:53,0,我打的排球也是放那就爆了[尬笑]
2024/10/3 13:53,0,@??Eddie
2024/10/3 13:55,0,[捂脸][捂脸][捂脸]
2024/10/3 13:55,0,[666][666][666]
2024/10/3 13:56,0,[捂脸][捂脸][捂脸]
2024/10/3 13:56,0,为啥打码？
2024/10/3 13:57,1,他怎么还能笑[冷漠]
2024/10/3 13:58,0,@勿觉山海晚 @乐乐子 @我一米七七a @哎呀呀 @不喜欢下雨天 @名无期 老天爷
2024/10/3 13:58,0,哈哈哈[尬笑]
2024/10/3 13:59,0,我想知道为什么这位妈妈要打马赛克呢？
2024/10/3 13:59,1,缺根弦[捂脸]
2024/10/3 14:01,1,递过去一个炸弹??
2024/10/3 14:01,0,美国篮球吧？
2024/10/3 14:01,0,气打的太足了
2024/10/3 14:02,0,[呲牙][呲牙][呲牙]
2024/10/3 14:02,1,还乐[鄙视]，受不了
2024/10/3 14:03,1,这是递了个炸弹嘛[捂脸]
2024/10/3 14:03,0,炸毛了[尬笑][尬笑][尬笑]
2024/10/3 14:03,1,故意的[捂脸]
2024/10/3 14:04,0,这是把足球当成蓝球打了，乖不得足球气炸了??
2024/10/3 14:04,0,[捂脸][捂脸][捂脸]
2024/10/3 14:05,0,这女的手劲真大。
2024/10/3 14:06,1,打的都椭圆了
2024/10/3 14:06,1,爸爸可能想给你换个妈妈了[看]
2024/10/3 14:06,1,这下惨了[捂脸][捂脸][捂脸]有好戏看了[捂脸][捂脸][捂脸]
2024/10/3 14:07,1,涂磊，来活了怼他
2024/10/3 14:08,0,最怕给皮球打气了。很恐怖的。就怕他抱。给车胎打气我也很怕。
2024/10/3 14:08,0,[666][666][666]
2024/10/3 14:08,1,这就一二球
2024/10/3 14:13,1,慢接一秒都炸在她老公手里[抠鼻]
2024/10/3 14:16,0,[抠鼻][抠鼻]
2024/10/3 14:26,1,是不是气打太饱了
2024/10/3 14:28,1,这个事在女的心里绝对是一个结
2024/10/3 14:34,1,有预谋哦[捂脸][捂脸]
2024/10/3 14:34,1,是不是故意的呀？哈哈哈
2024/10/3 14:39,0,番薯
2024/10/3 14:48,0,这是都懵了吧[捂脸] 谁也没想到的情况[捂脸][捂脸]
2024/10/3 14:52,0,还笑
2024/10/3 14:56,1,故意的，打到极限了
2024/10/3 15:13,0,打太多了
2024/10/3 15:17,0,[捂脸][捂脸][捂脸]
