timestamp,label,content
2024/9/21 16:33,0,太帅了，好man
2024/9/21 19:57,0,好好牵
2024/9/21 20:09,0,跟我老公手一样
2024/9/21 21:41,0,檀健次
2024/9/22 6:59,0,哈哈
2024/9/22 8:11,0,嘶哈嘶哈
2024/9/22 10:36,0,我只想说扎针肯定很好扎
2024/9/22 20:46,0,多多
2024/9/30 9:45,0,多读读四大名著
2024/9/30 9:56,0,我天…
2024/9/30 10:07,0,1.遇见你爱意汹涌，看世间万物都浪漫心动
2024/9/30 10:08,0,啊……有点吓人了
2024/9/30 10:08,0,听着都疼
2024/9/30 10:08,0,什么是抽皮条？
2024/9/30 10:09,0,我靠，这得使多大劲啊
2024/9/30 10:09,0,是的
2024/9/30 10:09,0,太没分寸了
2024/9/30 10:09,0,这得多大劲啊
2024/9/30 10:09,0,我去，这手劲得多大啊，下死手啊
2024/9/30 10:09,0,这是在干嘛
2024/9/30 10:09,0,抽皮条是什么
2024/9/30 10:09,0,好狠
2024/9/30 10:09,1,真狠
2024/9/30 10:09,0,嗯
2024/9/30 10:09,0,啊
2024/9/30 10:10,0,真感觉可疼
2024/9/30 10:10,0,啊？
2024/9/30 10:10,0,什么仇什么怨
2024/9/30 10:11,0,是啊是啊
2024/9/30 10:12,0,危险危险
2024/9/30 10:12,0,血管抽爆？
2024/9/30 10:12,0,天呐
2024/9/30 10:13,1,妈呀这是对自己有多大的仇呀
2024/9/30 10:15,0,哦，我的天
2024/9/30 10:15,0,真狠啊，多大仇多大怨啊
2024/9/30 10:15,0,我的天啊，太吓人了
2024/9/30 10:15,0,蛙趣
2024/9/30 10:16,0,玩这么大的吗
2024/9/30 10:16,0,妈呀 好吓人
2024/9/30 10:16,0,肯定疼亖了
2024/9/30 10:16,0,肯定疼
2024/9/30 10:17,0,哥们真狠啊
2024/9/30 10:17,0,好疼
2024/9/30 10:17,0,好吓人
2024/9/30 10:18,0,这么使劲
2024/9/30 10:18,0,还有这种爱好？
2024/9/30 10:18,0,惊呆了老铁
2024/9/30 10:19,0,dd
2024/9/30 10:22,0,？？？？哇靠
2024/9/30 10:23,0,来
2024/9/30 10:23,0,我的天哪
2024/9/30 10:24,0,我开始看错了词条
2024/9/30 10:24,0,吓人
2024/9/30 10:24,0,嘶，这个这个
2024/9/30 10:24,0,抽皮条我想的那个抽皮条？？？
2024/9/30 10:24,0,人
2024/9/30 10:25,0,下死手呢
2024/9/30 10:25,0,哈哈哈，秒懂
2024/9/30 10:26,0,闲的
2024/9/30 10:26,0,厉害
2024/9/30 10:27,0,太危险了
2024/9/30 10:27,0,不理解
2024/9/30 10:28,0,无语
2024/9/30 10:29,0,太吓人了
2024/9/30 10:29,0,真可怕
2024/9/30 10:29,0,这个很痛的
2024/9/30 10:30,0,可怕
2024/9/30 10:30,0,看了啥
2024/9/30 10:30,0,小心一点
2024/9/30 10:31,0,太狠了
2024/9/30 10:31,0,玩都玩不明白能学明白个六饼...（指自己）
2024/9/30 10:33,0,支持
2024/9/30 10:33,0,这么猛的吗
2024/9/30 10:34,0,太狠了吧
2024/9/30 10:36,0,嗯嗯
2024/9/30 10:36,0,恐怖
2024/9/30 10:36,0,感谢科普
2024/9/30 10:36,1,小伙子皮薄
2024/9/30 10:37,0,震惊
2024/9/30 10:37,0,我的天
2024/9/30 10:37,0,对啊很可怕
2024/9/30 10:37,0,这么吓人的
2024/9/30 10:38,0,太恐怖
2024/9/30 10:38,0,对自己太狠了
2024/9/30 10:38,0,天啊
2024/9/30 10:38,0,得用了多大劲啊
2024/9/30 10:38,0,听起来就很疼
2024/9/30 10:38,0,玩游戏也要适度
2024/9/30 10:38,0,我滴妈 也太吓人了
2024/9/30 10:38,0,玩游戏要注意安全
2024/9/30 10:38,0,这也太危险了吧!
2024/9/30 10:38,0,太可怕了
2024/9/30 10:39,0,感谢啦
2024/9/30 10:39,0,注意安全
2024/9/30 10:39,0,不敢玩
2024/9/30 10:39,0,对啊
2024/9/30 10:39,0,不疼吗？
2024/9/30 10:39,0,离谱
2024/9/30 10:40,0,原来如此
2024/9/30 10:40,0,好好学习天天向上
2024/9/30 10:41,0,这男的手劲也是很大
2024/9/30 10:42,0,牛逼
2024/9/30 10:42,0,就是
2024/9/30 10:43,0,好吓人那个血 受不了了
2024/9/30 10:43,0,涨知识了
2024/9/30 10:45,0,我去
2024/9/30 10:45,1,怕那一天给自己玩死了
2024/9/30 10:47,0,好可怕
2024/9/30 10:47,0,是的有时候位置不对好吓人
2024/9/30 10:47,0,新周愉快
2024/9/30 10:47,0,哎妈呀
2024/9/30 10:48,0,是啊
2024/9/30 10:49,0,我天
2024/9/30 10:49,0,天
2024/9/30 10:50,0,这哥们真不疼吗
2024/9/30 10:50,0,就是啊
2024/9/30 10:50,0,第一次听说还有这个
2024/9/30 10:51,0,我家这边是赢了的人用食指和中指，抽输的人胳膊内侧
2024/9/30 10:51,0,对自己都这么狠
2024/9/30 10:52,1,确实狠
2024/9/30 10:53,0,心怀恨意，才会那么狠，不然有些人为什么找特定的人玩这个游戏  就是为了打你，又不敢直接打，找个理由罢了
2024/9/30 10:53,0,你看成啥了？
2024/9/30 10:55,0,嗯嗯嗯
